fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,tiene_matricula,m_confianza,mx1,my1,mx2,my2
567,COCHE,0.55,6,1364,322,1398,357,False,,,,,
567,COCHE,0.68,14,1144,314,1190,346,False,,,,,
567,COCHE,0.51,15,1383,325,1435,361,False,,,,,
567,COCHE,0.55,16,1343,321,1382,352,False,,,,,
568,PERSONA,0.55,8,727,282,764,392,False,,,,,
568,PERSONA,0.77,10,690,283,732,395,False,,,,,
568,COCHE,0.3,12,1255,316,1302,349,False,,,,,
568,COCHE,0.54,6,1365,322,1398,357,False,,,,,
568,COCHE,0.7,14,1144,314,1190,346,False,,,,,
568,COCHE,0.52,15,1383,325,1435,361,False,,,,,
568,COCHE,0.55,16,1343,321,1380,352,False,,,,,
569,PERSONA,0.56,8,727,282,765,395,False,,,,,
569,PERSONA,0.74,10,691,283,732,394,False,,,,,
569,COCHE,0.28,12,1257,316,1302,349,False,,,,,
569,COCHE,0.55,6,1365,322,1398,357,False,,,,,
569,COCHE,0.72,14,1144,313,1191,346,False,,,,,
569,COCHE,0.52,15,1383,325,1435,361,False,,,,,
569,COCHE,0.55,16,1343,321,1379,352,False,,,,,
570,PERSONA,0.56,8,726,281,766,399,False,,,,,
570,PERSONA,0.7,10,692,284,732,395,False,,,,,
570,COCHE,0.34,12,1258,317,1303,349,False,,,,,
570,COCHE,0.55,6,1365,322,1398,357,False,,,,,
570,COCHE,0.71,14,1144,313,1191,346,False,,,,,
570,COCHE,0.51,15,1383,325,1435,361,False,,,,,
570,COCHE,0.56,16,1343,321,1380,352,False,,,,,
571,PERSONA,0.57,8,727,281,767,398,False,,,,,
571,PERSONA,0.68,10,693,283,733,394,False,,,,,
571,COCHE,0.3,12,1262,318,1303,349,False,,,,,
571,COCHE,0.54,6,1365,322,1398,357,False,,,,,
571,COCHE,0.71,14,1145,313,1191,346,False,,,,,
571,COCHE,0.51,15,1383,325,1435,361,False,,,,,
571,COCHE,0.57,16,1343,321,1380,352,False,,,,,
572,PERSONA,0.57,8,727,280,769,397,False,,,,,
572,PERSONA,0.7,10,693,283,734,393,False,,,,,
572,COCHE,0.32,12,1260,318,1302,349,False,,,,,
572,COCHE,0.54,6,1365,322,1398,357,False,,,,,
572,COCHE,0.71,14,1145,313,1191,346,False,,,,,
572,COCHE,0.51,15,1383,325,1435,361,False,,,,,
572,COCHE,0.56,16,1344,321,1380,352,False,,,,,
573,PERSONA,0.6,8,728,279,770,397,False,,,,,
573,PERSONA,0.68,10,694,283,734,393,False,,,,,
573,COCHE,0.3,12,1259,319,1300,349,False,,,,,
573,COCHE,0.55,6,1364,322,1398,357,False,,,,,
573,COCHE,0.72,14,1145,313,1191,346,False,,,,,
573,COCHE,0.51,15,1383,325,1435,361,False,,,,,
573,COCHE,0.57,16,1344,321,1381,352,False,,,,,
574,PERSONA,0.59,8,729,280,770,398,False,,,,,
574,PERSONA,0.67,10,694,284,735,393,False,,,,,
574,COCHE,0.3,12,1261,319,1298,349,False,,,,,
574,COCHE,0.55,6,1364,322,1398,357,False,,,,,
574,COCHE,0.72,14,1145,313,1191,346,False,,,,,
574,COCHE,0.51,15,1383,325,1435,361,False,,,,,
574,COCHE,0.57,16,1344,321,1381,352,False,,,,,
575,PERSONA,0.64,8,732,279,771,397,False,,,,,
575,PERSONA,0.69,10,695,283,736,393,False,,,,,
575,COCHE,0.3,12,1262,319,1299,348,False,,,,,
575,COCHE,0.55,6,1363,322,1398,357,False,,,,,
575,COCHE,0.72,14,1145,313,1191,346,False,,,,,
575,COCHE,0.52,15,1383,325,1435,361,False,,,,,
575,COCHE,0.59,16,1344,321,1382,352,False,,,,,
576,PERSONA,0.66,8,733,278,772,395,False,,,,,
576,PERSONA,0.66,10,696,283,736,393,False,,,,,
576,COCHE,0.29,12,1262,319,1298,348,False,,,,,
576,COCHE,0.56,6,1362,322,1397,357,False,,,,,
576,COCHE,0.72,14,1145,313,1191,346,False,,,,,
576,COCHE,0.52,15,1383,325,1435,361,False,,,,,
576,COCHE,0.59,16,1344,321,1382,352,False,,,,,
577,PERSONA,0.68,8,734,282,773,394,False,,,,,
577,PERSONA,0.7,10,697,284,739,393,False,,,,,
577,COCHE,0.29,12,1259,319,1297,348,False,,,,,
577,COCHE,0.54,6,1362,323,1397,357,False,,,,,
577,COCHE,0.7,14,1146,313,1191,347,False,,,,,
577,COCHE,0.48,15,1383,325,1435,362,False,,,,,
577,COCHE,0.6,16,1343,321,1383,352,False,,,,,
578,PERSONA,0.7,8,736,283,774,391,False,,,,,
578,PERSONA,0.72,10,698,284,740,391,False,,,,,
578,COCHE,0.27,12,1260,318,1297,348,False,,,,,
578,COCHE,0.53,6,1363,323,1397,357,False,,,,,
578,COCHE,0.71,14,1146,313,1191,347,False,,,,,
578,COCHE,0.48,15,1383,325,1436,362,False,,,,,
578,COCHE,0.6,16,1343,321,1383,352,False,,,,,
579,PERSONA,0.7,8,738,284,776,391,False,,,,,
579,PERSONA,0.69,10,698,284,739,390,False,,,,,
579,COCHE,0.26,12,1258,317,1297,347,False,,,,,
579,COCHE,0.53,6,1364,323,1397,357,False,,,,,
579,COCHE,0.72,14,1146,313,1192,347,False,,,,,
579,COCHE,0.48,15,1383,325,1435,362,False,,,,,
579,COCHE,0.59,16,1343,321,1383,352,False,,,,,
580,PERSONA,0.66,8,739,285,777,391,False,,,,,
580,PERSONA,0.67,10,699,283,739,390,False,,,,,
580,COCHE,0.28,12,1256,317,1296,347,False,,,,,
580,COCHE,0.53,6,1365,323,1397,357,False,,,,,
580,COCHE,0.71,14,1146,313,1192,347,False,,,,,
580,COCHE,0.49,15,1383,325,1436,362,False,,,,,
580,COCHE,0.59,16,1343,321,1383,352,False,,,,,
581,PERSONA,0.62,8,740,286,778,392,False,,,,,
581,PERSONA,0.66,10,699,283,740,391,False,,,,,
581,COCHE,0.29,12,1255,316,1297,347,False,,,,,
581,COCHE,0.54,6,1364,323,1397,357,False,,,,,
581,COCHE,0.7,14,1146,313,1192,347,False,,,,,
581,COCHE,0.49,15,1383,325,1436,362,False,,,,,
581,COCHE,0.6,16,1343,322,1383,352,False,,,,,
582,PERSONA,0.61,8,742,287,779,390,False,,,,,
582,PERSONA,0.74,10,699,283,741,393,False,,,,,
582,COCHE,0.31,12,1254,315,1296,347,False,,,,,
582,COCHE,0.54,6,1365,323,1397,357,False,,,,,
582,COCHE,0.69,14,1146,313,1192,347,False,,,,,
582,COCHE,0.49,15,1383,325,1436,362,False,,,,,
582,COCHE,0.6,16,1343,322,1383,352,False,,,,,
583,PERSONA,0.59,8,743,287,780,395,False,,,,,
583,PERSONA,0.76,10,700,284,743,393,False,,,,,
583,COCHE,0.3,12,1254,316,1296,346,False,,,,,
583,COCHE,0.53,6,1366,323,1397,357,False,,,,,
583,COCHE,0.65,14,1146,312,1192,347,False,,,,,
583,COCHE,0.49,15,1383,325,1436,362,False,,,,,
583,COCHE,0.6,16,1343,322,1383,353,False,,,,,
584,PERSONA,0.67,8,743,286,781,398,False,,,,,
584,PERSONA,0.79,10,701,283,744,393,False,,,,,
584,COCHE,0.3,12,1254,315,1295,346,False,,,,,
584,COCHE,0.52,6,1366,323,1397,357,False,,,,,
584,COCHE,0.63,14,1146,312,1192,347,False,,,,,
584,COCHE,0.49,15,1383,325,1436,362,False,,,,,
584,COCHE,0.58,16,1343,321,1382,352,False,,,,,
585,PERSONA,0.65,8,745,287,782,398,False,,,,,
585,PERSONA,0.79,10,702,282,745,394,False,,,,,
585,COCHE,0.29,12,1254,316,1295,346,False,,,,,
585,COCHE,0.54,6,1365,323,1397,357,False,,,,,
585,COCHE,0.63,14,1146,312,1192,347,False,,,,,
585,COCHE,0.49,15,1383,325,1436,362,False,,,,,
585,COCHE,0.61,16,1343,322,1383,353,False,,,,,
586,PERSONA,0.71,8,745,287,783,396,False,,,,,
586,PERSONA,0.76,10,704,282,745,393,False,,,,,
586,COCHE,0.29,12,1254,316,1295,346,False,,,,,
586,COCHE,0.53,6,1365,323,1397,357,False,,,,,
586,COCHE,0.61,14,1146,313,1192,348,False,,,,,
586,COCHE,0.48,15,1383,325,1436,362,False,,,,,
586,COCHE,0.59,16,1343,321,1383,353,False,,,,,
587,PERSONA,0.62,8,747,285,784,395,False,,,,,
587,PERSONA,0.78,10,704,282,747,393,False,,,,,
587,COCHE,0.29,12,1254,315,1295,346,False,,,,,
587,COCHE,0.54,6,1364,323,1397,357,False,,,,,
587,COCHE,0.62,14,1147,313,1191,348,False,,,,,
587,COCHE,0.48,15,1383,325,1436,362,False,,,,,
587,COCHE,0.6,16,1343,322,1384,353,False,,,,,
588,PERSONA,0.64,8,749,285,786,394,False,,,,,
588,PERSONA,0.75,10,706,283,749,393,False,,,,,
588,COCHE,0.29,12,1254,316,1295,346,False,,,,,
588,COCHE,0.54,6,1364,323,1397,357,False,,,,,
588,COCHE,0.63,14,1147,313,1191,348,False,,,,,
588,COCHE,0.49,15,1383,325,1436,362,False,,,,,
588,COCHE,0.59,16,1343,322,1384,352,False,,,,,
589,PERSONA,0.57,8,751,285,787,393,False,,,,,
589,PERSONA,0.79,10,707,282,751,392,False,,,,,
589,COCHE,0.28,12,1254,315,1295,345,False,,,,,
589,COCHE,0.54,6,1364,323,1397,357,False,,,,,
589,COCHE,0.56,14,1147,313,1191,347,False,,,,,
589,COCHE,0.5,15,1383,325,1436,362,False,,,,,
589,COCHE,0.6,16,1343,321,1383,353,False,,,,,
590,PERSONA,0.54,8,752,287,788,392,False,,,,,
590,PERSONA,0.8,10,709,283,753,392,False,,,,,
590,COCHE,0.29,12,1253,315,1295,345,False,,,,,
590,COCHE,0.54,6,1364,323,1397,357,False,,,,,
590,COCHE,0.56,14,1147,313,1191,347,False,,,,,
590,COCHE,0.5,15,1383,325,1436,362,False,,,,,
590,COCHE,0.6,16,1343,321,1384,352,False,,,,,
591,PERSONA,0.59,8,754,287,789,389,False,,,,,
591,PERSONA,0.75,10,710,282,754,392,False,,,,,
591,COCHE,0.33,12,1252,315,1296,345,False,,,,,
591,COCHE,0.56,6,1365,323,1397,357,False,,,,,
591,COCHE,0.57,14,1147,312,1192,347,False,,,,,
591,COCHE,0.5,15,1383,325,1435,362,False,,,,,
591,COCHE,0.59,16,1343,321,1384,352,False,,,,,
592,PERSONA,0.57,8,756,287,790,385,False,,,,,
592,PERSONA,0.76,10,712,281,754,392,False,,,,,
592,COCHE,0.32,12,1252,315,1296,345,False,,,,,
592,COCHE,0.56,6,1366,323,1398,357,False,,,,,
592,COCHE,0.59,14,1147,312,1192,347,False,,,,,
592,COCHE,0.5,15,1383,325,1435,361,False,,,,,
592,COCHE,0.59,16,1343,321,1384,352,False,,,,,
593,PERSONA,0.67,8,755,287,790,384,False,,,,,
593,PERSONA,0.77,10,713,281,753,391,False,,,,,
593,COCHE,0.31,12,1252,315,1296,345,False,,,,,
593,COCHE,0.56,6,1367,323,1398,357,False,,,,,
593,COCHE,0.6,14,1147,312,1192,347,False,,,,,
593,COCHE,0.5,15,1383,325,1435,361,False,,,,,
593,COCHE,0.59,16,1343,321,1383,352,False,,,,,
594,PERSONA,0.68,8,755,288,790,388,False,,,,,
594,PERSONA,0.77,10,713,279,755,392,False,,,,,
594,COCHE,0.3,12,1253,316,1296,345,False,,,,,
594,COCHE,0.56,6,1367,323,1398,357,False,,,,,
594,COCHE,0.61,14,1147,312,1192,347,False,,,,,
594,COCHE,0.5,15,1383,325,1435,361,False,,,,,
594,COCHE,0.59,16,1343,321,1383,352,False,,,,,
595,PERSONA,0.7,8,755,286,791,390,False,,,,,
595,PERSONA,0.75,10,713,279,754,391,False,,,,,
595,COCHE,0.27,12,1253,316,1296,345,False,,,,,
595,COCHE,0.55,6,1367,323,1398,357,False,,,,,
595,COCHE,0.62,14,1147,312,1192,346,False,,,,,
595,COCHE,0.5,15,1383,325,1435,361,False,,,,,
595,COCHE,0.59,16,1343,321,1383,352,False,,,,,
596,PERSONA,0.72,8,755,287,792,392,False,,,,,
596,PERSONA,0.72,10,715,280,755,391,False,,,,,
596,COCHE,0.26,12,1254,316,1296,345,False,,,,,
596,COCHE,0.56,6,1367,323,1398,357,False,,,,,
596,COCHE,0.62,14,1146,312,1192,346,False,,,,,
596,COCHE,0.51,15,1383,325,1435,361,False,,,,,
596,COCHE,0.58,16,1343,321,1383,352,False,,,,,
597,PERSONA,0.68,8,756,287,793,392,False,,,,,
597,PERSONA,0.71,10,716,280,757,392,False,,,,,
597,COCHE,0.26,12,1254,316,1296,345,False,,,,,
597,COCHE,0.55,6,1367,323,1398,357,False,,,,,
597,COCHE,0.62,14,1146,312,1192,347,False,,,,,
597,COCHE,0.5,15,1383,325,1435,361,False,,,,,
597,COCHE,0.59,16,1343,321,1383,352,False,,,,,
598,PERSONA,0.63,8,757,289,793,392,False,,,,,
598,PERSONA,0.68,10,718,280,758,391,False,,,,,
598,COCHE,0.25,12,1255,316,1297,346,False,,,,,
598,COCHE,0.55,6,1367,323,1397,357,False,,,,,
598,COCHE,0.65,14,1146,312,1192,347,False,,,,,
598,COCHE,0.5,15,1383,325,1435,361,False,,,,,
598,COCHE,0.59,16,1343,321,1383,353,False,,,,,
599,PERSONA,0.64,8,757,287,793,392,False,,,,,
599,PERSONA,0.66,10,719,280,759,391,False,,,,,
599,COCHE,0.24,12,1257,316,1297,346,False,,,,,
599,COCHE,0.55,6,1367,323,1397,357,False,,,,,
599,COCHE,0.66,14,1146,312,1192,347,False,,,,,
599,COCHE,0.5,15,1383,325,1435,361,False,,,,,
599,COCHE,0.58,16,1343,321,1383,353,False,,,,,
600,PERSONA,0.61,8,757,288,794,393,False,,,,,
600,PERSONA,0.62,10,720,280,759,390,False,,,,,
600,COCHE,0.26,12,1255,316,1296,346,False,,,,,
600,COCHE,0.56,6,1368,323,1398,357,False,,,,,
600,COCHE,0.67,14,1146,312,1192,347,False,,,,,
600,COCHE,0.51,15,1383,325,1435,361,False,,,,,
600,COCHE,0.59,16,1343,321,1384,353,False,,,,,
601,PERSONA,0.55,8,758,289,796,391,False,,,,,
601,PERSONA,0.64,10,721,281,761,390,False,,,,,
601,COCHE,0.23,12,1257,317,1296,346,False,,,,,
601,COCHE,0.54,6,1367,323,1398,357,False,,,,,
601,COCHE,0.67,14,1145,312,1193,347,False,,,,,
601,COCHE,0.52,15,1383,324,1436,361,False,,,,,
601,COCHE,0.56,16,1343,321,1382,352,False,,,,,
602,PERSONA,0.59,8,763,290,798,389,False,,,,,
602,PERSONA,0.72,10,721,281,763,390,False,,,,,
602,COCHE,0.24,12,1256,317,1296,345,False,,,,,
602,COCHE,0.55,6,1367,323,1398,357,False,,,,,
602,COCHE,0.68,14,1145,312,1193,347,False,,,,,
602,COCHE,0.52,15,1383,324,1436,361,False,,,,,
602,COCHE,0.55,16,1343,321,1381,352,False,,,,,
603,PERSONA,0.62,8,765,289,799,388,False,,,,,
603,PERSONA,0.74,10,722,280,764,391,False,,,,,
603,COCHE,0.24,12,1256,317,1296,345,False,,,,,
603,COCHE,0.54,6,1367,323,1398,357,False,,,,,
603,COCHE,0.68,14,1145,312,1193,347,False,,,,,
603,COCHE,0.52,15,1383,324,1436,361,False,,,,,
603,COCHE,0.56,16,1343,321,1381,352,False,,,,,
604,PERSONA,0.68,8,767,288,802,391,False,,,,,
604,PERSONA,0.76,10,723,280,766,391,False,,,,,
604,COCHE,0.24,12,1257,317,1295,345,False,,,,,
604,COCHE,0.54,6,1368,323,1398,357,False,,,,,
604,COCHE,0.68,14,1144,312,1193,348,False,,,,,
604,COCHE,0.52,15,1383,324,1436,361,False,,,,,
604,COCHE,0.55,16,1343,321,1381,352,False,,,,,
605,PERSONA,0.71,8,768,287,804,390,False,,,,,
605,PERSONA,0.78,10,724,280,765,391,False,,,,,
605,COCHE,0.24,12,1257,317,1295,345,False,,,,,
605,COCHE,0.55,6,1367,323,1398,357,False,,,,,
605,COCHE,0.68,14,1144,312,1193,348,False,,,,,
605,COCHE,0.52,15,1383,324,1436,361,False,,,,,
605,COCHE,0.57,16,1343,321,1381,352,False,,,,,
606,PERSONA,0.71,8,768,286,804,390,False,,,,,
606,PERSONA,0.76,10,724,281,765,389,False,,,,,
606,COCHE,0.25,12,1256,317,1296,345,False,,,,,
606,COCHE,0.55,6,1367,323,1398,357,False,,,,,
606,COCHE,0.67,14,1144,312,1193,348,False,,,,,
606,COCHE,0.52,15,1383,324,1437,361,False,,,,,
606,COCHE,0.57,16,1343,321,1381,352,False,,,,,
607,PERSONA,0.74,8,768,286,805,389,False,,,,,
607,PERSONA,0.76,10,725,281,767,388,False,,,,,
607,COCHE,0.26,12,1257,318,1295,345,False,,,,,
607,COCHE,0.55,6,1367,323,1398,357,False,,,,,
607,COCHE,0.69,14,1144,312,1193,348,False,,,,,
607,COCHE,0.52,15,1383,324,1437,361,False,,,,,
607,COCHE,0.56,16,1343,321,1381,352,False,,,,,
608,PERSONA,0.64,8,769,289,805,388,False,,,,,
608,PERSONA,0.72,10,726,281,769,386,False,,,,,
608,COCHE,0.24,12,1261,318,1296,345,False,,,,,
608,COCHE,0.54,6,1367,323,1398,357,False,,,,,
608,COCHE,0.68,14,1144,312,1192,349,False,,,,,
608,COCHE,0.52,15,1383,324,1436,361,False,,,,,
608,COCHE,0.56,16,1343,321,1381,352,False,,,,,
609,PERSONA,0.66,8,769,289,805,389,False,,,,,
609,PERSONA,0.77,10,727,280,770,385,False,,,,,
609,COCHE,0.25,12,1260,318,1296,344,False,,,,,
609,COCHE,0.55,6,1367,323,1398,357,False,,,,,
609,COCHE,0.68,14,1144,312,1192,349,False,,,,,
609,COCHE,0.52,15,1383,324,1436,361,False,,,,,
609,COCHE,0.56,16,1344,321,1380,352,False,,,,,
610,PERSONA,0.61,8,770,288,806,388,False,,,,,
610,PERSONA,0.77,10,729,278,771,387,False,,,,,
610,COCHE,0.26,12,1262,318,1296,344,False,,,,,
610,COCHE,0.55,6,1367,323,1398,357,False,,,,,
610,COCHE,0.67,14,1144,312,1193,349,False,,,,,
610,COCHE,0.52,15,1383,324,1437,361,False,,,,,
610,COCHE,0.57,16,1344,321,1381,352,False,,,,,
611,PERSONA,0.66,8,771,288,806,389,False,,,,,
611,PERSONA,0.8,10,729,277,771,387,False,,,,,
611,COCHE,0.26,12,1265,318,1297,345,False,,,,,
611,COCHE,0.56,6,1366,323,1398,357,False,,,,,
611,COCHE,0.67,14,1144,312,1193,349,False,,,,,
611,COCHE,0.52,15,1383,324,1437,361,False,,,,,
611,COCHE,0.57,16,1344,321,1381,352,False,,,,,
612,PERSONA,0.59,8,774,286,807,389,False,,,,,
612,PERSONA,0.8,10,730,278,772,388,False,,,,,
612,COCHE,0.25,12,1266,318,1297,345,False,,,,,
612,COCHE,0.56,6,1367,323,1398,357,False,,,,,
612,COCHE,0.68,14,1144,312,1193,349,False,,,,,
612,COCHE,0.53,15,1383,324,1437,361,False,,,,,
612,COCHE,0.57,16,1344,321,1381,352,False,,,,,
613,PERSONA,0.47,8,776,286,808,389,False,,,,,
613,PERSONA,0.79,10,731,279,773,389,False,,,,,
613,COCHE,0.25,12,1267,317,1298,344,False,,,,,
613,COCHE,0.56,6,1367,323,1398,357,False,,,,,
613,COCHE,0.67,14,1144,312,1193,350,False,,,,,
613,COCHE,0.51,15,1383,324,1436,361,False,,,,,
613,COCHE,0.57,16,1344,321,1382,352,False,,,,,
614,PERSONA,0.45,8,776,285,809,391,False,,,,,
614,PERSONA,0.79,10,732,280,775,389,False,,,,,
614,COCHE,0.24,12,1269,317,1298,344,False,,,,,
614,COCHE,0.55,6,1366,323,1398,357,False,,,,,
614,COCHE,0.66,14,1144,312,1193,350,False,,,,,
614,COCHE,0.51,15,1383,324,1436,361,False,,,,,
614,COCHE,0.57,16,1343,321,1383,352,False,,,,,
615,PERSONA,0.46,8,777,285,810,391,False,,,,,
615,PERSONA,0.79,10,734,280,777,390,False,,,,,
615,COCHE,0.25,12,1268,317,1298,343,False,,,,,
615,COCHE,0.56,6,1366,323,1398,357,False,,,,,
615,COCHE,0.65,14,1144,312,1193,350,False,,,,,
615,COCHE,0.5,15,1383,325,1435,361,False,,,,,
615,COCHE,0.55,16,1343,321,1384,352,False,,,,,
616,PERSONA,0.45,8,778,285,810,389,False,,,,,
616,PERSONA,0.79,10,735,281,778,390,False,,,,,
616,COCHE,0.26,12,1269,316,1298,343,False,,,,,
616,COCHE,0.56,6,1366,323,1398,357,False,,,,,
616,COCHE,0.62,14,1143,312,1193,351,False,,,,,
616,COCHE,0.5,15,1384,325,1434,361,False,,,,,
616,COCHE,0.55,16,1343,321,1385,353,False,,,,,
617,PERSONA,0.54,8,778,285,812,388,False,,,,,
617,PERSONA,0.78,10,736,281,778,390,False,,,,,
617,COCHE,0.26,12,1269,316,1298,343,False,,,,,
617,COCHE,0.56,6,1366,323,1398,357,False,,,,,
617,COCHE,0.61,14,1144,312,1193,351,False,,,,,
617,COCHE,0.5,15,1384,325,1435,361,False,,,,,
617,COCHE,0.55,16,1343,321,1385,353,False,,,,,
618,PERSONA,0.56,8,778,284,812,388,False,,,,,
618,PERSONA,0.8,10,737,283,778,390,False,,,,,
618,COCHE,0.25,12,1270,316,1298,343,False,,,,,
618,COCHE,0.57,6,1366,323,1399,357,False,,,,,
618,COCHE,0.59,14,1144,312,1193,351,False,,,,,
618,COCHE,0.5,15,1384,325,1435,361,False,,,,,
618,COCHE,0.54,16,1343,321,1385,352,False,,,,,
619,PERSONA,0.6,8,777,285,812,388,False,,,,,
619,PERSONA,0.79,10,738,284,777,390,False,,,,,
619,COCHE,0.24,12,1270,316,1298,343,False,,,,,
619,COCHE,0.56,6,1366,323,1399,357,False,,,,,
619,COCHE,0.61,14,1143,312,1193,352,False,,,,,
619,COCHE,0.49,15,1383,325,1435,361,False,,,,,
619,COCHE,0.55,16,1343,321,1385,352,False,,,,,
620,PERSONA,0.65,8,777,284,813,387,False,,,,,
620,PERSONA,0.8,10,739,284,777,389,False,,,,,
620,COCHE,0.24,12,1271,316,1298,343,False,,,,,
620,COCHE,0.55,6,1367,323,1399,357,False,,,,,
620,COCHE,0.62,14,1143,312,1193,352,False,,,,,
620,COCHE,0.49,15,1383,325,1435,361,False,,,,,
620,COCHE,0.53,16,1343,321,1384,352,False,,,,,
621,PERSONA,0.65,8,778,285,814,386,False,,,,,
621,PERSONA,0.74,10,742,285,778,389,False,,,,,
621,COCHE,0.24,12,1272,316,1298,343,False,,,,,
621,COCHE,0.55,6,1367,323,1399,357,False,,,,,
621,COCHE,0.65,14,1143,312,1193,352,False,,,,,
621,COCHE,0.49,15,1383,325,1434,361,False,,,,,
621,COCHE,0.54,16,1343,321,1384,352,False,,,,,
622,PERSONA,0.64,8,778,285,814,384,False,,,,,
622,PERSONA,0.68,10,744,287,780,390,False,,,,,
622,COCHE,0.24,12,1271,316,1298,343,False,,,,,
622,COCHE,0.56,6,1367,323,1399,357,False,,,,,
622,COCHE,0.67,14,1143,313,1193,352,False,,,,,
622,COCHE,0.49,15,1383,325,1434,361,False,,,,,
622,COCHE,0.54,16,1343,321,1384,353,False,,,,,
623,PERSONA,0.64,8,778,285,814,383,False,,,,,
623,PERSONA,0.7,10,744,288,781,390,False,,,,,
623,COCHE,0.25,12,1271,317,1297,343,False,,,,,
623,COCHE,0.54,6,1367,323,1399,357,False,,,,,
623,COCHE,0.67,14,1143,313,1192,353,False,,,,,
623,COCHE,0.48,15,1383,325,1434,361,False,,,,,
623,COCHE,0.54,16,1343,321,1384,353,False,,,,,
624,PERSONA,0.64,8,779,286,815,383,False,,,,,
624,PERSONA,0.71,10,745,287,781,390,False,,,,,
624,COCHE,0.24,12,1271,317,1298,343,False,,,,,
624,COCHE,0.55,6,1366,323,1399,357,False,,,,,
624,COCHE,0.69,14,1143,313,1192,352,False,,,,,
624,COCHE,0.48,15,1383,325,1435,361,False,,,,,
624,COCHE,0.54,16,1343,321,1384,353,False,,,,,
625,PERSONA,0.64,8,779,286,815,384,False,,,,,
625,PERSONA,0.61,10,746,286,782,390,False,,,,,
625,COCHE,0.26,12,1272,318,1300,344,False,,,,,
625,COCHE,0.56,6,1366,323,1399,357,False,,,,,
625,COCHE,0.71,14,1142,313,1192,353,False,,,,,
625,COCHE,0.5,15,1384,324,1435,361,False,,,,,
625,COCHE,0.56,16,1343,321,1381,352,False,,,,,
626,PERSONA,0.59,8,780,286,816,384,False,,,,,
626,PERSONA,0.62,10,747,284,783,388,False,,,,,
626,COCHE,0.27,12,1273,318,1301,344,False,,,,,
626,COCHE,0.56,6,1366,322,1399,357,False,,,,,
626,COCHE,0.71,14,1142,313,1193,353,False,,,,,
626,COCHE,0.51,15,1384,324,1435,361,False,,,,,
626,COCHE,0.56,16,1343,321,1380,352,False,,,,,
626,COCHE,0.75,17,1819,412,1919,551,False,,,,,
627,PERSONA,0.55,8,782,285,817,384,False,,,,,
627,PERSONA,0.61,10,747,283,786,386,False,,,,,
627,COCHE,0.26,12,1273,318,1301,344,False,,,,,
627,COCHE,0.57,6,1366,322,1399,357,False,,,,,
627,COCHE,0.73,14,1142,313,1193,353,False,,,,,
627,COCHE,0.51,15,1384,324,1435,361,False,,,,,
627,COCHE,0.56,16,1343,321,1379,352,False,,,,,
627,COCHE,0.83,17,1799,399,1919,547,False,,,,,
628,PERSONA,0.43,8,784,284,817,383,False,,,,,
628,PERSONA,0.61,10,748,283,788,385,False,,,,,
628,COCHE,0.27,12,1273,318,1301,344,False,,,,,
628,COCHE,0.57,6,1365,322,1399,357,False,,,,,
628,COCHE,0.74,14,1142,313,1192,353,False,,,,,
628,COCHE,0.52,15,1384,324,1435,361,False,,,,,
628,COCHE,0.58,16,1343,321,1380,352,False,,,,,
628,COCHE,0.88,17,1777,381,1919,542,False,,,,,
629,PERSONA,0.5,8,785,285,818,385,False,,,,,
629,PERSONA,0.62,10,748,283,789,385,False,,,,,
629,COCHE,0.27,12,1273,319,1301,344,False,,,,,
629,COCHE,0.57,6,1365,322,1399,357,False,,,,,
629,COCHE,0.73,14,1142,313,1192,353,False,,,,,
629,COCHE,0.51,15,1384,324,1436,362,False,,,,,
629,COCHE,0.58,16,1343,321,1380,352,False,,,,,
629,COCHE,0.87,17,1757,365,1919,542,False,,,,,
630,PERSONA,0.55,8,785,286,818,386,False,,,,,
630,PERSONA,0.63,10,748,281,789,386,False,,,,,
630,COCHE,0.27,12,1273,319,1301,344,False,,,,,
630,COCHE,0.58,6,1365,323,1399,356,False,,,,,
630,COCHE,0.74,14,1142,313,1193,354,False,,,,,
630,COCHE,0.51,15,1384,324,1436,362,False,,,,,
630,COCHE,0.58,16,1343,321,1379,352,False,,,,,
630,COCHE,0.87,17,1738,349,1919,536,False,,,,,
631,PERSONA,0.61,8,785,286,818,383,False,,,,,
631,PERSONA,0.68,10,748,282,788,387,False,,,,,
631,COCHE,0.28,12,1274,319,1301,344,False,,,,,
631,COCHE,0.57,6,1364,323,1398,356,False,,,,,
631,COCHE,0.75,14,1142,313,1193,354,False,,,,,
631,COCHE,0.51,15,1384,324,1435,361,False,,,,,
631,COCHE,0.58,16,1343,321,1382,352,False,,,,,
631,COCHE,0.91,17,1721,342,1919,545,False,,,,,
632,PERSONA,0.61,8,785,286,818,382,False,,,,,
632,PERSONA,0.63,10,748,284,788,386,False,,,,,
632,COCHE,0.28,12,1274,319,1301,344,False,,,,,
632,COCHE,0.57,6,1365,323,1398,357,False,,,,,
632,COCHE,0.75,14,1142,313,1193,354,False,,,,,
632,COCHE,0.51,15,1384,325,1435,361,False,,,,,
632,COCHE,0.57,16,1343,321,1381,352,False,,,,,
632,COCHE,0.91,17,1702,340,1919,553,False,,,,,
633,PERSONA,0.6,8,786,286,819,381,False,,,,,
633,PERSONA,0.66,10,748,284,787,386,False,,,,,
